5187	4
11907	4
18772	5
19996	5
23687	4
24311	4
24344	4
24460	5
24633	5
26747	5
29793	3
30378	4
35583	4
37609	5
40637	2
41904	4
44376	3
44672	5
45051	5
45174	4
52274	3
53418	4
53419	5
53739	3
55947	5
56221	4
57522	5
59117	4
59617	4
61240	5
65946	5
68123	5
69853	5
72171	4
72728	4
77317	5
77395	4
79442	5
82060	5
85701	5
86476	5
86889	5
88733	5
90186	4
92732	5
95972	4
101476	5
101737	5
101795	3
104069	5
106362	3
113954	4
120628	5
121458	1
121903	5
124261	5
129708	5
130144	5
140990	2
142526	5
143495	5
146757	4
149915	5
150678	5
153383	5
155647	4
155767	5
156402	1
156449	5
157259	2
160231	4
162853	3
167313	4
168784	5
168819	5
174275	5
174327	4
174392	4
174475	5
174605	4
174608	3
174745	1
174754	5
174849	5
174860	5
174886	3
174940	3
174996	5
175217	1
175271	4
175343	5
175352	3
175383	3
175404	5
175413	4
175421	3
175478	4
175507	3
175577	5
175621	5
175641	4
175658	5
175706	2
175720	4
175741	4
175754	1
175915	3
175935	5
176045	4
176066	4
176153	5
176259	4
176273	4
176320	3
176337	3
176367	4
176453	5
176494	5
176500	4
176565	4
176642	4
176647	5
176792	2
176975	4
177072	3
177107	2
177126	5
177151	4
177200	4
177221	4
177239	4
177240	5
177259	4
177400	4
177457	4
177477	1
177524	3
177543	5
177570	5
177687	5
177709	5
177808	4
177935	4
177996	4
178033	5
178159	3
178186	5
178212	2
178327	5
178451	1
178462	5
178556	4
178627	5
178708	3
178758	3
178778	5
178884	5
178921	1
178926	5
178984	3
179017	4
179022	5
179084	4
179089	5
179184	4
179681	5
179741	4
179750	4
179882	5
179943	4
179965	4
180079	5
180279	5
180304	3
180343	5
180411	4
180438	2
180500	4
180566	1
180587	5
180603	4
180624	1
180642	4
180745	3
180829	2
180936	2
180943	4
181082	5
181290	5
181338	5
181448	3
181500	3
181504	5
181517	5
181550	3
181654	4
181658	5
181694	3
181954	3
181992	4
182050	5
182131	1
182149	1
182276	4
182300	4
182350	3
182375	1
182462	5
182463	5
182529	1
182532	4
182767	4
182773	4
182818	4
182892	3
182994	1
183028	3
183077	2
183083	2
183103	3
183114	4
183241	4
183297	4
183480	4
183593	4
183603	3
183619	3
183739	5
183784	5
183865	4
183923	3
183991	5
184022	5
184038	5
184130	4
184201	4
184335	3
184400	4
184465	4
184925	5
184936	5
184982	5
185061	4
185072	4
185083	3
185179	4
185187	4
185243	5
185381	4
185431	4
185436	4
185543	4
185553	1
185773	5
185811	2
185881	3
185897	1
185906	4
185970	3
186128	4
186161	4
186328	4
186373	5
186399	4
186428	5
186455	4
186526	3
186532	3
186548	4
186581	3
186627	1
186704	4
186718	4
186900	4
187206	4
187279	4
187305	3
187326	4
187340	2
187515	2
187517	5
187588	5
187607	4
187646	3
187730	4
187748	2
187752	5
187773	2
187786	4
187853	5
187888	5
187897	5
187942	4
188238	5
188335	3
188416	3
188440	5
188505	3
188513	5
188529	4
188573	5
188692	4
188876	5
188993	5
189001	3
189004	5
189189	3
189261	4
189364	5
189453	2
189574	4
189662	3
189676	4
189924	5
189964	4
190012	4
190058	5
190261	5
190306	4
190395	5
190476	5
190510	4
190544	2
190574	4
190577	4
190621	4
190776	4
190795	2
190892	1
190982	5
191001	5
191029	5
191034	4
191094	5
191130	4
191191	2
191267	4
191361	4
191474	5
191528	1
191577	5
191592	3
191943	4
191950	3
191963	2
192037	5
192312	4
192354	4
192622	5
192696	4
193010	1
193021	4
193084	3
193185	2
193244	3
193255	3
193256	5
193257	1
193282	4
194019	5
194105	4
194210	5
194272	3
194337	2
194415	4
194435	4
194703	5
195013	2
195069	5
195165	4
195222	5
195310	4
195333	5
195361	2
195391	3
195422	4
195598	5
195795	5
195850	5
195973	5
196091	3
196147	1
196313	5
196318	2
196322	5
196417	5
196671	3
196674	3
196740	5
196815	2
197166	3
197187	5
197233	4
197284	1
197288	3
197311	5
197338	4
197350	5
197388	4
197404	2
197424	1
197460	3
197586	5
197623	5
197645	3
197752	4
197853	3
197987	5
198017	4
198060	4
198077	1
198088	4
198104	4
198132	1
198201	4
198461	2
198591	4
198701	4
198747	4
198793	4
198801	5
198915	4
198989	5
199051	2
199085	4
199096	4
199131	4
199211	4
199258	2
199508	3
199509	2
199542	4
199690	4
199716	4
199796	1
199958	2
200023	3
200063	4
200239	5
200526	5
200868	2
200899	4
200923	4
201115	5
201155	2
201179	2
201283	5
201376	5
201384	5
201413	5
201655	2
201826	5
201832	2
201890	4
201939	5
202024	2
202244	5
202359	5
202511	3
202789	3
202862	4
202869	2
202936	2
202951	4
202996	4
203021	5
203055	4
203088	4
203480	5
203559	4
203714	5
203765	4
203824	4
203881	5
203886	3
203936	5
204002	5
204085	1
204163	4
204184	4
204229	5
204325	4
204329	5
204437	4
204458	5
204481	4
204531	4
204625	2
204639	4
204695	4
204746	3
204767	4
204801	3
204856	2
204908	3
204940	4
204981	1
205074	5
205086	5
205128	5
205247	2
205284	5
205514	4
205628	4
205644	4
205650	4
205925	2
205928	1
205962	4
206005	2
206180	1
206185	1
206201	4
206331	4
206376	4
206496	3
206655	3
206768	5
206895	2
206946	4
206992	3
207011	4
207042	5
207070	5
207085	5
207089	4
207127	3
207132	4
207367	4
207386	5
207422	5
207429	5
207475	4
207513	4
207615	4
207732	4
207754	3
207942	5
207981	4
208118	2
208200	5
208394	3
208402	5
208492	4
208521	5
208605	2
208700	5
208799	1
208801	4
208828	3
208830	4
208882	3
208984	5
209007	2
209020	5
209191	4
209199	4
209213	4
209245	4
209265	4
209308	3
209374	2
209395	4
209400	5
209461	4
209502	4
209535	4
209556	4
209595	4
209637	3
209674	4
209756	4
209847	5
209923	4
209966	4
209983	5
210133	5
210146	3
210208	2
210225	4
210247	4
210266	5
210303	5
210306	1
210341	5
210446	5
210572	2
210642	5
210716	4
210844	4
210988	4
211035	5
211148	5
211184	2
211217	5
211228	4
211253	5
211264	5
211327	4
211340	5
211807	4
211959	2
212083	4
212092	4
212107	4
212141	4
212150	1
212230	4
212272	5
212399	4
212494	3
212623	5
212731	1
212798	4
212880	5
212891	2
212945	3
212958	4
213002	3
213105	3
213143	2
213150	3
213155	3
213170	4
213230	5
213256	1
213395	4
213416	3
213443	5
213474	1
213482	4
213489	5
213508	4
213756	3
213798	4
213913	5
213934	4
214026	3
214226	2
214256	5
214340	3
214539	4
214610	5
214744	3
214792	1
214912	5
214955	1
214994	4
215212	3
215270	4
215330	3
215342	4
215344	4
215382	4
215395	4
215481	5
215489	5
215505	4
215592	3
215617	2
215707	5
215708	5
215772	5
215798	5
215825	4
215839	2
215859	5
215965	4
215983	1
216033	5
216063	3
216108	3
216168	5
216197	4
216203	4
216213	1
216286	2
216414	5
216598	5
216616	5
216618	5
216919	3
216939	4
216947	5
217016	5
217240	4
217271	5
217330	4
217332	4
217354	1
217376	5
217507	4
217559	5
217567	3
217596	4
217646	3
217661	1
217707	3
217712	2
217789	4
217891	4
217896	4
217998	2
218101	4
218124	4
218294	4
218511	3
218651	2
218717	5
218800	5
218868	3
218953	5
219057	4
219085	2
219105	4
219239	4
219413	3
219496	4
219623	5
219671	1
219747	5
219820	3
219876	3
219899	4
219905	3
219970	4
220177	4
220273	4
220312	5
220396	1
220510	4
220540	5
220585	5
220667	4
220716	3
220816	3
220878	3
221009	5
221060	2
221190	4
221395	1
221444	1
221462	5
221483	1
221567	5
221577	5
221659	4
221670	1
221758	3
222072	4
222205	3
222306	4
222380	2
222386	4
222458	4
222488	5
222678	5
222686	4
222793	5
223119	5
223202	5
223214	4
223275	5
223416	5
223443	4
223533	5
223613	5
